State,Year,Deaths,Population,MortalityPer100k,HFR
Rhode Island,2016,39,2112852,1.8458462779219700,0.139
South Carolina,1999,533,27822774,1.9156968316674700,0.468
South Carolina,2000,475,24072072,1.973241023871980,0.492
South Carolina,2001,542,24389970,2.222224955586250,0.442
South Carolina,2002,549,24646770,2.2274724030775600,0.466
South Carolina,2003,578,24901782,2.3211190267427400,0.456
South Carolina,2004,557,25265526,2.2045850143788800,0.436
South Carolina,2005,570,25620900,2.2247462032949700,0.394
South Carolina,2006,594,26147082,2.2717640155792500,0.403
South Carolina,2007,560,22220550,2.5201896442707300,0.415
South Carolina,2008,596,27173976,2.1932749186206700,0.42
South Carolina,2009,623,27539232,2.262227210983950,0.409
South Carolina,2010,627,23126820,2.7111379774651200,0.418
South Carolina,2011,691,28075380,2.4612311569781100,0.466
South Carolina,2012,727,28342338,2.565067144425420,0.459
South Carolina,2013,735,33423873,2.199027024785550,0.445
South Carolina,2014,745,24162410,3.083301707073090,0.42
South Carolina,2015,827,24480730,3.3781672360260500,0.393
South Carolina,2016,875,29766714,2.9395250009792800,0.45
South Dakota,1999,52,1500824,3.46476335666274,0.494
South Dakota,2000,46,1509688,3.0469871920555800,0.547
South Dakota,2001,42,1515944,2.770550891061940,0.518
South Dakota,2002,45,1520040,2.9604484092523900,0.564
South Dakota,2003,57,1527458,3.7316901675856200,0.537
South Dakota,2004,59,1540792,3.829199528554150,0.567
South Dakota,2005,67,1550986,4.319832674182750,0.504
South Dakota,2006,69,1566066,4.405944577048480,0.514
South Dakota,2007,43,1583246,2.7159392791770800,0.511
South Dakota,2008,64,1598248,4.004384801357490,0.51
South Dakota,2009,59,1614134,3.6552107817566600,0.519
South Dakota,2010,65,1628360,3.991746296887670,0.523
South Dakota,2011,58,1648164,3.5190672772855100,0.479
South Dakota,2012,75,1666708,4.499888402767610,0.568
South Dakota,2013,68,1689754,4.024254418098730,0.523
South Dakota,2014,70,1706350,4.1023236733378300,0.5
South Dakota,2015,73,1716938,4.251755159475760,0.492
South Dakota,2016,83,1730908,4.795171089393540,0.55
Tennessee,1999,825,39470942,2.090145200993680,0.503
Tennessee,2000,883,39824981,2.2172013088970500,0.489
Tennessee,2001,827,40255523,2.0543764889106000,0.444
Tennessee,2002,884,40571426,2.178873377534230,0.468
Tennessee,2003,818,35086872,2.3313562975918700,0.436
Tennessee,2004,863,47286472,1.8250462838504800,0.472
Tennessee,2005,966,47928456,2.015504108874280,0.467
Tennessee,2006,918,36532596,2.512824437661100,0.447
Tennessee,2007,912,43230089,2.109641735875210,0.461
Tennessee,2008,977,49979288,1.9548097603951500,0.495
Tennessee,2009,955,44142133,2.1634659113550300,0.421
Tennessee,2010,915,44422735,2.0597561136206500,0.438
Tennessee,2011,932,44823471,2.079267801460530,0.491
Tennessee,2012,975,38737458,2.516943677615600,0.478
Tennessee,2013,1006,38975868,2.5810842750185800,0.469
Tennessee,2014,987,32746760,3.0140386407693500,0.427
Tennessee,2015,1054,52802392,1.996121690850670,0.416
Tennessee,2016,1127,46558358,2.420618012344850,0.469
Texas,1999,2108,205582200,1.0253806020171000,0.421
Texas,2000,2151,187666380,1.1461829231213400,0.417
Texas,2001,2340,213196220,1.0975804355255500,0.377
Texas,2002,2288,216903250,1.0548481869220500,0.379
Texas,2003,2429,220309310,1.102540786860070,0.362
Texas,2004,2337,223940230,1.0435820307945600,0.368
Texas,2005,2481,227781230,1.0892030041281300,0.376
Texas,2006,2406,210236220,1.1444269688638800,0.363
Texas,2007,2550,238319830,1.0699906927593900,0.392
Texas,2008,2587,243090390,1.0642131924672100,0.367
Texas,2009,2677,223215849,1.1992876007653000,0.357
Texas,2010,2702,251455610,1.0745435347415800,0.346
Texas,2011,2590,256746810,1.0087759220844800,0.378
Texas,2012,2727,234532827,1.1627370184729000,0.426
Texas,2013,2770,238033737,1.163700589215220,0.364
Texas,2014,2834,242612622,1.1681172960572500,0.385
Texas,2015,3200,274691140,1.1649447448505300,0.336
Texas,2016,3335,250763364,1.329939089507510,0.355
Utah,1999,176,8813928,1.9968395475887700,0.428
Utah,2000,174,6699507,2.5972060332200600,0.505
Utah,2001,213,9134860,2.33172703248873,0.455
Utah,2002,193,9299260,2.0754339592612700,0.467
Utah,2003,210,9440548,2.2244471401448300,0.401
Utah,2004,205,9606320,2.134011775581080,0.442
Utah,2005,213,9830876,2.166643135362510,0.377
Utah,2006,212,10102028,2.0985885210375600,0.378
Utah,2007,241,12988730,1.8554546903353900,0.426
Utah,2008,218,10652116,2.046541738749370,0.355
Utah,2009,242,10893684,2.221470716426140,0.396
Utah,2010,298,11055540,2.695481179571510,0.416
Utah,2011,302,14086110,2.1439559963680500,0.392
Utah,2012,308,11421148,2.696751675050530,0.423
Utah,2013,322,11603488,2.7750276468592900,0.425
Utah,2014,321,14714510,2.181520145760890,0.349
Utah,2015,350,11983676,2.9206397102191300,0.35
Utah,2016,355,12204868,2.9086754563834700,0.397
Vermont,1999,29,604683,4.795901323503390,0.551
Vermont,2000,42,1217654,3.449255699895040,0.47
Vermont,2001,25,612223,4.0834793857793600,0.43
Vermont,2002,45,1230884,3.6559090864776900,0.441
Vermont,2003,32,1235716,2.5895917832252700,0.427
Vermont,2004,54,1239840,4.355400696864110,0.442
Vermont,2005,20,621215,3.2194972755004300,0.403
Vermont,2006,40,1245784,3.2108294856893300,0.441
Vermont,2007,37,1246962,2.9672115108559800,0.43
Vermont,2008,41,1248302,3.28446161265463,0.4
Vermont,2009,53,1249634,4.2412418356094700,0.498
Vermont,2010,64,1251482,5.113936916391930,0.484
Vermont,2011,65,1252862,5.188121277522980,0.472
Vermont,2012,49,1252022,3.913669248623430,0.482
Vermont,2013,56,1253260,4.468346552191880,0.483
Vermont,2014,55,1253124,4.389030933890020,0.437
Vermont,2015,57,1252084,4.552410221678420,0.43
Vermont,2016,64,1249188,5.123328113942820,0.503
Virginia,1999,800,49001218,1.6326124791428700,0.431
Virginia,2000,768,42471090,1.8082888854512600,0.418
Virginia,2001,752,50388534,1.49240301374912,0.362
Virginia,2002,777,43721238,1.7771683409330700,0.386
Virginia,2003,788,44201862,1.7827303293241400,0.358
Virginia,2004,789,44853450,1.7590620119522600,0.384
Virginia,2005,864,45462630,1.9004619838315600,0.408
Virginia,2006,797,53716075,1.4837271710563400,0.373
Virginia,2007,808,54257000,1.4892087656892200,0.367
Virginia,2008,799,62667968,1.2749735239540600,0.372
Virginia,2009,815,55481559,1.4689565590613600,0.359
Virginia,2010,858,56007168,1.5319467679565600,0.363
Virginia,2011,850,56676228,1.4997469485795700,0.413
Virginia,2012,814,49115202,1.6573280101749400,0.397
Virginia,2013,834,49562430,1.6827262101555600,0.37
Virginia,2014,873,58284023,1.497837580635090,0.362
Virginia,2015,919,58680951,1.5660959550570300,0.345
Virginia,2016,1035,58882656,1.7577332109475500,0.353
Washington,1999,569,40897948,1.391267845516360,0.396
Washington,2000,502,35364726,1.4194935371477200,0.402
Washington,2001,488,29928610,1.6305468245935900,0.341
Washington,2002,539,30261745,1.7811266336425700,0.362
Washington,2003,547,36624690,1.493527999827440,0.383
Washington,2004,545,37071870,1.4701173693153300,0.369
Washington,2005,551,43801135,1.257958269802830,0.364
Washington,2006,513,31853765,1.6104846632729300,0.359
Washington,2007,537,38769522,1.3851086428148400,0.361
Washington,2008,557,32811155,1.6975933946854400,0.38
Washington,2009,605,40004556,1.5123277458697500,0.366
Washington,2010,585,40347240,1.449913302619960,0.338
Washington,2011,606,40980228,1.4787619043993600,0.335
Washington,2012,665,41382072,1.6069760837495000,0.339
Washington,2013,618,48799842,1.2663975428445000,0.344
Washington,2014,693,49430710,1.4019624642251800,0.335
Washington,2015,704,43022106,1.636368056924040,0.318
Washington,2016,672,43728000,1.5367727771679500,0.321
West Virginia,1999,215,7247196,2.96666462449753,0.573
West Virginia,2000,216,7233376,2.9861575010064500,0.541
West Virginia,2001,225,7205924,3.122430933215500,0.549
West Virginia,2002,242,7221656,3.351031951674240,0.58
West Virginia,2003,248,9061475,2.736861272585310,0.561
West Virginia,2004,233,7265752,3.2068256664967400,0.556
West Virginia,2005,242,9102460,2.658621954944050,0.631
West Virginia,2006,237,9139560,2.5931226448538000,0.56
West Virginia,2007,246,7336208,3.3532309879981600,0.599
West Virginia,2008,220,9201550,2.3909015328939100,0.575
West Virginia,2009,221,7391100,2.9900826669913800,0.551
West Virginia,2010,248,7411976,3.3459363602904300,0.572
West Virginia,2011,245,7421456,3.3012390021580700,0.622
West Virginia,2012,261,9277065,2.8133897951561200,0.571
West Virginia,2013,268,11125824,2.408810349687360,0.602
West Virginia,2014,261,7401304,3.5264056171723300,0.547
West Virginia,2015,256,9220640,2.776379947595830,0.537
West Virginia,2016,319,10986612,2.9035338646709300,0.6
Wisconsin,1999,418,26663330,1.5676961579817700,0.434
Wisconsin,2000,416,32182050,1.2926460557981900,0.466
Wisconsin,2001,451,32441010,1.3902156560477000,0.431
Wisconsin,2002,430,32670972,1.3161530670100700,0.422
Wisconsin,2003,450,32875218,1.368812215937250,0.445
Wisconsin,2004,401,33084156,1.2120605403988500,0.416
Wisconsin,2005,461,33276996,1.3853413931954700,0.41
Wisconsin,2006,402,27888275,1.4414659924287200,0.425
Wisconsin,2007,470,33664650,1.3961232331243600,0.414
Wisconsin,2008,416,28204980,1.474916840926670,0.421
Wisconsin,2009,448,34015584,1.3170433881129300,0.432
Wisconsin,2010,484,34121916,1.418443208171550,0.431
Wisconsin,2011,428,28558835,1.4986605721136700,0.414
Wisconsin,2012,469,28631990,1.6380279540472000,0.44
Wisconsin,2013,552,34456278,1.6020302599137400,0.448
Wisconsin,2014,464,28787820,1.6117927651347000,0.434
Wisconsin,2015,599,34628022,1.7298129243420300,0.434
Wisconsin,2016,643,34672248,1.8545091163399600,0.471
Wyoming,1999,54,983560,5.490259872300620,0.58
Wyoming,2000,43,987564,4.354148186851690,0.586
Wyoming,2001,61,1483971,4.110592457669320,0.606
Wyoming,2002,73,1000034,7.299751808438510,0.644
Wyoming,2003,75,1510359,4.965706828641400,0.596
Wyoming,2004,42,1018212,4.124877726838810,0.607
Wyoming,2005,48,1028314,4.667834922017980,0.592
Wyoming,2006,66,1045334,6.313771483564110,0.583
Wyoming,2007,58,1069752,5.421817393190200,0.621
Wyoming,2008,87,1638129,5.310937050745090,0.64
Wyoming,2009,82,1679553,4.882251408559300,0.615
Wyoming,2010,83,1690878,4.908692407139960,0.572
Wyoming,2011,90,1704474,5.280221346878860,0.539
Wyoming,2012,102,1729236,5.898558669840320,0.597
Wyoming,2013,89,1747974,5.0916089140914,0.613
Wyoming,2014,78,1752459,4.450888722646290,0.608
Wyoming,2015,99,1758321,5.630371246205900,0.549
Wyoming,2016,87,1756503,4.953023137449810,0.607
